user_id,pharmacy_name,owner_name,phone,email,state,city,registration_date,account_status,pharmacy_licence_number
1090,Obi Healthcare,Samuel Obi,08687205796,samuelobi@gmail.com,Anambra,Onitsha,3/20/2023,Active,PCN/52007/2021
1091,Oshodi Drugs,Peter Oshodi,07246531717,peteroshodi@hotmail.com,Kaduna,Kaduna,5/25/2024,Active,PCN/22189/2024
1092,Ojo Medicare,Peace Ojo,08021207622,peaceojo@yahoo.com,Oyo,Ibadan,10/2/2022,Inactive,PCN/93191/2022
1093,Balogun Medplus,Deborah Balogun,07775243759,deborahbalogun@gmail.com,Kaduna,Kagoro,4/17/2022,Pending,PCN/74019/2019
1094,Eze Chemist,Faith Eze,08090218718,faitheze@gmail.com,Enugu,Nsukka,4/21/2024,Active,PCN/38565/2024
1095,Obi Medicare,Blessing Obi,08397975770,blessingobi@yahoo.com,Kaduna,Kaduna,5/31/2022,Inactive,PCN/38723/2022
1096,Oyekan Pharmaceuticals,Ruth Oyekan,07426695256,ruthoyekan@hotmail.com,Oyo,Oyo,2/10/2023,Active,PCN/93902/2019
1097,Chukwu Drugs,Agnes Chukwu,08568474842,agneschukwu@yahoo.com,Abuja,Wuse,11/19/2023,Inactive,PCN/15587/2021
1098,Okafor Medicare,Angela Okafor,08129170386,angelaokafor@yahoo.com,Lagos,Ikorodu,7/14/2022,Suspended,
1099,Akinwale Pharmacare,John Akinwale,07289720327,john.akinwale@yahoo.com,Oyo,Ogbomoso,9/2/2024,Active,PCN/38552/2023
1100,Eze Medicare,John Eze,08752901755,johneze@yahoo.com,Lagos,Lekki,2/28/2022,Active,PCN/27722/2024
1101,Obasanjo Pharmacy,Joshua Obasanjo,08797033731,joshuaobasanjo@gmail.com,Rivers,Port Harcourt,9/20/2023,Suspended,PCN/72244/2022
1102,Obasanjo Pharmaceuticals,Juliet Obasanjo,08289247688,julietobasanjo@yahoo.com,Delta,Agbor,3/6/2023,Active,PCN/21180/2018
1103,Oshodi Pharmaceuticals,Ruth Oshodi,07171908668,ruthoshodi@hotmail.com,Ogun,Abeokuta,10/14/2024,Pending,PCN/39530/2023
1104,Adetokunbo Pharmacy,Ruth Adetokunbo,08994426237,ruthadetokunbo@yahoo.com,Kaduna,Kaduna,1/24/2023,Active,PCN/61443/2022
1105,Okonkwo Pharmacare,Patience Okonkwo,07477463692,patienceokonkwo@yahoo.com,Enugu,Oji River,2/8/2024,Active,PCN/16514/2020
1106,Okonkwo Chemist,James Okonkwo,08047273313,jamesokonkwo@gmail.com,Oyo,Ibadan,4/16/2023,Pending,PCN/83774/2020
1107,Ibrahim Drugs,Esther Ibrahim,08762185397,estheribrahim@hotmail.com,Kaduna,Kagoro,1/4/2024,Pending,PCN/92917/2023
1108,Oshodi Pharmaceuticals,Paul Oshodi,08079499892,pauloshodi@gmail.com,Kano,Kumbotso,6/25/2022,Inactive,PCN/68804/2021
1109,Okonkwo Chemist,James Okonkwo,08616383236,jamesokonkwo@gmail.com,Anambra,Onitsha,10/5/2023,Active,PCN/25793/2020
1110,Oyekan Medplus,John Oyekan,08827084611,john.oyekan@yahoo.com,Enugu,Nsukka,12/9/2022,Suspended,PCN/16622/2018
1111,Eze Pharmacy,Gloria Eze,07712744859,gloriaeze@yahoo.com,Kaduna,Kaura,9/20/2023,Active,PCN/42968/2019
1112,Uche Medicare,Joy Uche,08061002025,joyuche@hotmail.com,Delta,Warri,4/17/2022,Active,PCN/85018/2021
1113,Obasanjo Pharmaceuticals,Hope Obasanjo,08685937991,hopeobasanjo@hotmail.com,Kano,Fagge,8/21/2022,Active,PCN/23581/2021
1114,Ibrahim Medstore,Stephen Ibrahim,07229055474,stephenibrahim@gmail.com,Delta,Sapele,4/6/2023,Active,PCN/84374/2021
1115,Balogun Drugstore,Elizabeth Balogun,07707534464,elizabethbalogun@hotmail.com,Abuja,Garki,7/26/2024,Active,PCN/92987/2020
1116,Akinwale Drugs,Andrew Akinwale,07138115428,andrewakinwale@hotmail.com,Ogun,Ilaro,12/26/2022,Active,PCN/76511/2021
1117,Abiola Medstore,Peter Abiola,08183063231,peter.abiola@yahoo.com,Rivers,Eleme,7/6/2022,Pending,PCN/35555/2024
1118,Uche Drugs,Blessing Uche,08929211740,blessinguche@gmail.com,Abuja,Gwarinpa,12/2/2022,Active,PCN/85683/2024
1119,Ekwueme Medplus,Peace Ekwueme,07744287561,,Kano,Gwale,4/4/2023,Suspended,PCN/81447/2021
1120,Chukwu Medplus,Joseph Chukwu,08522471016,josephchukwu@hotmail.com,Lagos,Yaba,3/9/2022,Suspended,PCN/49849/2022
1121,Oyekan Pharmacare,Emmanuel Oyekan,08843369276,emmanuel.oyekan@yahoo.com,Delta,Sapele,10/6/2022,Active,PCN/75694/2021
1122,Eze Healthcare,Grace Eze,08057016368,graceeze@hotmail.com,Rivers,Eleme,12/8/2023,Pending,PCN/38097/2018
1123,Chukwu Drugs,Philip Chukwu,08046453112,philip.chukwu@yahoo.com,Kano,Gwale,12/15/2023,Active,PCN/12498/2020
1124,Eze Drugs,Daniel Eze,07005718515,danieleze@yahoo.com,Kano,Nassarawa,11/15/2023,Active,PCN/94449/2021
1125,Obasanjo Pharmacare,Peace Obasanjo,09065248607,peaceobasanjo@yahoo.com,Abuja,Maitama,12/30/2024,Suspended,PCN/29951/2024
1126,Uche Chemist,Benjamin Uche,08979861348,benjaminuche@yahoo.com,Lagos,Yaba,3/1/2023,Active,PCN/95883/2022
1127,Olawale Drugs,Mark Olawale,08934755443,markolawale@hotmail.com,Ogun,Ota,8/2/2023,Active,PCN/35649/2023
1128,Ekwueme Drugs,Hope Ekwueme,08029757771,hopeekwueme@hotmail.com,Enugu,Awgu,4/7/2022,Suspended,PCN/68643/2019
1129,Oshodi Chemist,Ruth Oshodi,07365185490,ruthoshodi@yahoo.com,Anambra,Aguata,8/2/2023,Active,PCN/92812/2022
1130,Obi Pharmaceuticals,Paul Obi,08489770616,,Delta,Agbor,12/20/2024,Active,PCN/88227/2021
1131,Ibrahim Medplus,Samuel Ibrahim,07147620469,samuelibrahim@hotmail.com,Rivers,Obio,6/7/2023,Suspended,PCN/66874/2019
1132,Nnamani Pharmaceuticals,David Nnamani,09067934202,davidnnamani@hotmail.com,Abuja,Wuse,9/2/2023,Suspended,PCN/73196/2018
1133,Obasanjo Pharmacy,Peter Obasanjo,08109411717,peterobasanjo@hotmail.com,Abuja,Kubwa,5/16/2022,Active,PCN/14325/2020
1134,Ekwueme Pharmacy,Nathaniel Ekwueme,07992968784,nathanielekwueme@gmail.com,Delta,Sapele,6/22/2024,Inactive,PCN/82889/2023
1135,Adeyemi Drugs,Peace Adeyemi,08552862783,peaceadeyemi@yahoo.com,Delta,Warri,2/17/2022,Active,PCN/28511/2022
1136,Okonkwo Medicare,John Okonkwo,08034420763,johnokonkwo@yahoo.com,Lagos,Yaba,4/10/2024,Suspended,PCN/62001/2023
1137,Okafor Pharmacy,David Okafor,07764802075,davidokafor@hotmail.com,Kaduna,Kaduna,11/24/2024,Pending,PCN/11086/2018
1138,Adetokunbo Medstore,Faith Adetokunbo,08785492020,faithadetokunbo@yahoo.com,Ogun,Ota,11/2/2022,Active,PCN/18492/2024
1139,Uche Medplus,Daniel Uche,08849183489,danieluche@gmail.com,Ogun,Abeokuta,7/19/2022,Active,PCN/52151/2019
1140,Okafor Pharmacare,Mark Okafor,08468459647,markokafor@gmail.com,Oyo,Saki,4/10/2023,Active,PCN/50301/2024
1141,Chukwu Medicare,Gloria Chukwu,07023278534,gloriachukwu@yahoo.com,Abuja,Maitama,6/25/2023,Active,PCN/72423/2024
1142,Akinwale Drugs,David Akinwale,08016346229,davidakinwale@gmail.com,Ogun,Ilaro,5/29/2023,Pending,PCN/59458/2023
1143,Obasanjo Drugs,Benjamin Obasanjo,07099354366,benjaminobasanjo@gmail.com,Lagos,Ikeja,8/4/2024,Active,PCN/90973/2023
1144,Balogun Medstore,Elizabeth Balogun,08035683353,elizabethbalogun@yahoo.com,Kaduna,Kafanchan,4/30/2024,Active,PCN/54396/2019
1145,Uche Chemist,Andrew Uche,08962407964,andrew.uche@yahoo.com,Kano,Nassarawa,7/5/2023,Active,PCN/58971/2023
1146,Obasanjo Pharmacare,John Obasanjo,08412327687,johnobasanjo@hotmail.com,Delta,Ughelli,5/27/2024,Active,PCN/73127/2018
1147,Okonkwo Healthcare,Blessing Okonkwo,09094500871,blessingokonkwo@gmail.com,Anambra,Aguata,10/13/2022,Active,
1148,Okafor Medplus,Hope Okafor,07481417240,hopeokafor@hotmail.com,Enugu,Awgu,11/22/2024,Active,PCN/79516/2019
1149,Nnamani Drugstore,Juliet Nnamani,08074963211,julietnnamani@gmail.com,Oyo,Oyo,11/1/2022,Active,PCN/82416/2020
1150,Chukwu Chemist,Gabriel Chukwu,07134184031,gabrielchukwu@hotmail.com,Kaduna,Zaria,5/30/2023,Suspended,PCN/16996/2020
1151,Olawale Pharmacare,Patience Olawale,07175560414,patienceolawale@gmail.com,Kaduna,Kaura,2/23/2023,Active,PCN/66081/2020
1152,Chukwu Pharmacare,Esther Chukwu,07955252817,estherchukwu@yahoo.com,Delta,Asaba,6/9/2024,Active,
1153,Okafor Medicare,Simon Okafor,08001113740,simonokafor@yahoo.com,Anambra,Onitsha,2/14/2024,Active,PCN/24164/2020
1154,Obi Medicare,Gloria Obi,07957310724,gloriaobi@gmail.com,Abuja,Garki,12/6/2024,Pending,PCN/13813/2020
1155,Balogun Medstore,Joy Balogun,08096533613,joybalogun@hotmail.com,Lagos,Ikorodu,1/20/2024,Active,PCN/85095/2023
1156,Ibrahim Pharmacare,Peace Ibrahim,08451699056,peaceibrahim@yahoo.com,Ogun,Abeokuta,1/19/2023,Active,PCN/84255/2023
1157,Balogun Chemist,Gloria Balogun,07699339785,gloriabalogun@gmail.com,Lagos,Lekki,1/18/2024,Active,PCN/34548/2020
1158,Balogun Chemist,Gabriel Balogun,08117988235,gabrielbalogun@gmail.com,Kano,Fagge,3/1/2023,Active,PCN/92890/2022
1159,Okafor Pharmacy,Cornelius Okafor,07677207481,corneliusokafor@gmail.com,Rivers,Obio,12/31/2022,Active,PCN/11712/2019
1160,Ibrahim Medicare,Gloria Ibrahim,08623573789,gloriaibrahim@yahoo.com,Anambra,Onitsha,7/21/2024,Active,PCN/82412/2021
1161,Oyekan Healthcare,Philip Oyekan,07926866549,philipoyekan@hotmail.com,Enugu,Enugu,11/19/2022,Active,PCN/52942/2021
1162,Obi Healthcare,Juliet Obi,08916587167,julietobi@gmail.com,Lagos,Ikeja,10/14/2022,Inactive,
1163,Balogun Medplus,Gloria Balogun,08359717733,gloriabalogun@gmail.com,Delta,Agbor,5/16/2022,Active,PCN/93178/2024
1164,Oyekan Drugs,Joy Oyekan,07288619273,joyoyekan@gmail.com,Oyo,Oyo,7/15/2023,Active,PCN/57637/2021
1165,Oyekan Drugs,Joseph Oyekan,07806578942,joseph.oyekan@yahoo.com,Anambra,Ekwulobia,9/16/2024,Inactive,PCN/38813/2021
1166,Chukwu Healthcare,Esther Chukwu,08037634745,estherchukwu@gmail.com,Anambra,Ekwulobia,7/31/2024,Active,PCN/23406/2024
1167,Ekwueme Drugs,Elizabeth Ekwueme,08572807197,elizabethekwueme@yahoo.com,Kano,Nassarawa,3/27/2022,Suspended,PCN/30993/2022
1168,Adeyemi Medicare,Grace Adeyemi,07954466780,grace.adeyemi@yahoo.com,Rivers,Eleme,6/15/2023,Active,PCN/36169/2018
1169,Okonkwo Chemist,Charity Okonkwo,08295857499,charityokonkwo@yahoo.com,Kaduna,Kagoro,7/7/2022,Active,PCN/85712/2024
1170,Akinwale Drugstore,John Akinwale,07289096450,johnakinwale@gmail.com,Delta,Warri,7/28/2023,Active,PCN/63387/2022
1171,Chukwu Medstore,Sarah Chukwu,08054784228,sarahchukwu@gmail.com,Kano,Gwale,2/13/2023,Inactive,PCN/99322/2023
1172,Obi Medstore,Grace Obi,08154276691,graceobi@gmail.com,Oyo,Ibadan,10/17/2022,Active,PCN/73845/2020
1173,Ibrahim Pharmaceuticals,James Ibrahim,08295075450,jamesibrahim@yahoo.com,Kaduna,Kagoro,12/5/2022,Pending,PCN/76327/2018
1174,Akinwale Healthcare,Grace Akinwale,07325855206,graceakinwale@gmail.com,Kaduna,Kafanchan,11/3/2022,Active,PCN/66621/2019
1175,Balogun Pharmacy,Juliet Balogun,08718573535,,Enugu,Agbani,4/10/2022,Active,PCN/43019/2022
1176,Akinwale Healthcare,Esther Akinwale,07894006751,,Oyo,Oyo,5/11/2022,Active,PCN/22534/2020
1177,Okonkwo Medplus,Faith Okonkwo,07488972035,faithokonkwo@hotmail.com,Abuja,Gwarinpa,8/23/2022,Active,PCN/21616/2019
1178,Obasanjo Pharmaceuticals,Andrew Obasanjo,07287280361,andrewobasanjo@gmail.com,Abuja,Asokoro,6/4/2024,Active,PCN/55195/2018
1179,Obasanjo Chemist,Patience Obasanjo,08984178012,patienceobasanjo@gmail.com,Ogun,Ijebu-Ode,7/20/2023,Inactive,
1180,Okafor Drugs,Philip Okafor,07129977459,philipokafor@hotmail.com,Kano,Kumbotso,11/9/2024,Suspended,
1181,Nnamani Drugstore,Benjamin Nnamani,07051527765,benjaminnnamani@gmail.com,Oyo,Saki,11/6/2022,Active,PCN/60484/2020
1182,Ekwueme Medicare,Mary Ekwueme,07666999827,maryekwueme@gmail.com,Kaduna,Kaduna,2/8/2023,Suspended,PCN/77059/2018
1183,Eze Medicare,Patience Eze,08071864918,patienceeze@gmail.com,Delta,Warri,8/15/2024,Inactive,PCN/31800/2019
1184,Oyekan Pharmacare,Comfort Oyekan,07377473301,comfortoyekan@yahoo.com,Rivers,Eleme,3/21/2024,Active,PCN/40647/2020
1185,Eze Drugstore,Ruth Eze,07521879492,rutheze@yahoo.com,Kaduna,Zaria,9/27/2023,Active,PCN/83837/2021
1186,Adeyemi Chemist,Esther Adeyemi,08508287075,estheradeyemi@yahoo.com,Oyo,Oyo,7/24/2023,Active,PCN/18117/2023
1187,Olawale Pharmacare,Angela Olawale,07026272335,angelaolawale@gmail.com,Ogun,Ota,9/2/2023,Active,PCN/60692/2020
1188,Obi Pharmacare,David Obi,07791828492,davidobi@gmail.com,Abuja,Kubwa,2/2/2024,Active,PCN/32719/2021
1189,Oyekan Drugstore,Juliet Oyekan,07424176586,julietoyekan@gmail.com,Lagos,Yaba,10/12/2024,Suspended,PCN/90742/2019
1190,Okafor Pharmacare,Elizabeth Okafor,08035496341,elizabethokafor@gmail.com,Ogun,Ijebu-Ode,11/10/2022,Pending,PCN/52215/2019
1191,Eze Pharmaceuticals,Agnes Eze,07419638813,agneseze@hotmail.com,Oyo,Saki,8/10/2022,Active,PCN/53663/2021
1192,Eze Drugs,Benjamin Eze,07144526163,benjamineze@gmail.com,Enugu,Nsukka,6/25/2022,Active,PCN/92235/2018
1193,Eze Pharmaceuticals,Juliet Eze,09015390946,juliet.eze@yahoo.com,Rivers,Bonny,11/9/2022,Active,PCN/38112/2024
1194,Olawale Pharmaceuticals,Peter Olawale,07598129463,peterolawale@gmail.com,Oyo,Oyo,10/24/2024,Active,PCN/29751/2020
1195,Adetokunbo Pharmacare,Joseph Adetokunbo,07863900433,josephadetokunbo@yahoo.com,Rivers,Port Harcourt,10/6/2024,Active,PCN/47555/2024
1196,Balogun Drugs,Angela Balogun,08883544001,angelabalogun@yahoo.com,Anambra,Awka,12/13/2022,Active,PCN/72367/2024
1197,Ibrahim Pharmacy,Sarah Ibrahim,09054579217,sarahibrahim@gmail.com,Anambra,Awka,4/15/2022,Pending,PCN/28334/2019
1198,Abiola Chemist,Sarah Abiola,08046773234,sarah.abiola@yahoo.com,Kaduna,Kafanchan,4/16/2023,Active,PCN/22939/2020
1199,Ojo Medicare,Daniel Ojo,07322909101,danielojo@yahoo.com,Kano,Tarauni,2/24/2024,Active,PCN/54050/2023
1200,Uche Chemist,Benjamin Uche,08082189089,benjaminuche@gmail.com,Oyo,Oyo,3/13/2022,Active,PCN/98997/2018
1201,Eze Medicare,Joshua Eze,07447597544,joshua.eze@yahoo.com,Ogun,Abeokuta,12/4/2024,Active,PCN/90062/2023
1202,Uche Drugs,Faith Uche,07086724813,faithuche@hotmail.com,Rivers,Obio,8/27/2022,Active,PCN/81852/2018
1203,Obasanjo Healthcare,Gloria Obasanjo,08113711894,gloriaobasanjo@gmail.com,Oyo,Oyo,8/11/2022,Active,PCN/53218/2021
1204,Chukwu Pharmacare,David Chukwu,08368274447,davidchukwu@gmail.com,Lagos,Ajah,9/26/2024,Suspended,PCN/73137/2023
1205,Chukwu Pharmacare,Simon Chukwu,08045609595,simonchukwu@hotmail.com,Anambra,Ekwulobia,5/16/2022,Active,PCN/92269/2022
1206,Ekwueme Medplus,Joseph Ekwueme,07211147293,,Enugu,Awgu,3/9/2023,Active,PCN/24821/2021
1207,Uche Medicare,Simon Uche,07513782003,simonuche@gmail.com,Enugu,Awgu,10/28/2023,Active,PCN/87743/2022
1208,Balogun Medstore,Esther Balogun,08385506068,esther.balogun@yahoo.com,Anambra,Ekwulobia,3/16/2022,Active,PCN/18785/2018
1209,Ekwueme Medplus,Sarah Ekwueme,09017754056,sarahekwueme@hotmail.com,Kaduna,Kaduna,6/28/2023,Active,PCN/20246/2018
1210,Ogunleye Pharmaceuticals,Faith Ogunleye,07143414221,faithogunleye@hotmail.com,Kaduna,Kagoro,9/24/2022,Pending,PCN/92527/2022
1211,Abiola Drugs,Emmanuel Abiola,08336022981,emmanuel.abiola@yahoo.com,Kaduna,Kaura,12/13/2022,Active,PCN/44307/2022
1212,Ibrahim Chemist,Peter Ibrahim,08083331146,peteribrahim@gmail.com,Kaduna,Zaria,2/27/2023,Active,PCN/24088/2022
1213,Ibrahim Pharmacare,James Ibrahim,08061933033,jamesibrahim@yahoo.com,Oyo,Ibadan,10/22/2024,Active,PCN/56959/2024
1214,Adeyemi Pharmacy,Grace Adeyemi,07693710319,graceadeyemi@hotmail.com,Enugu,Agbani,3/10/2022,Active,PCN/64347/2020
1215,Oyekan Drugs,Emmanuel Oyekan,08764677736,emmanueloyekan@hotmail.com,Kano,Nassarawa,6/6/2023,Active,PCN/37771/2022
1216,Balogun Medplus,Nathaniel Balogun,08165750894,nathanielbalogun@yahoo.com,Lagos,Ikorodu,9/9/2024,Active,PCN/84868/2023
1217,Ibrahim Drugstore,Blessing Ibrahim,08038981313,blessingibrahim@hotmail.com,Enugu,Agbani,6/17/2024,Active,PCN/29977/2020
1218,Obasanjo Medplus,Gabriel Obasanjo,09059190921,,Anambra,Awka,9/8/2023,Active,PCN/71347/2022
1219,Oyekan Medicare,Andrew Oyekan,08022258687,andrewoyekan@gmail.com,Ogun,Ilaro,10/20/2022,Active,PCN/27730/2023
1220,Abiola Pharmaceuticals,James Abiola,07784953879,jamesabiola@yahoo.com,Rivers,Obio,7/31/2024,Active,PCN/33602/2024
1221,Nnamani Chemist,John Nnamani,07585028651,john.nnamani@yahoo.com,Rivers,Eleme,1/20/2023,Active,PCN/34426/2020
1222,Obasanjo Medplus,Benjamin Obasanjo,07484957598,benjaminobasanjo@gmail.com,Ogun,Ilaro,2/8/2022,Active,PCN/64337/2022
1223,Balogun Medstore,Victoria Balogun,08058253757,victoria.balogun@yahoo.com,Ogun,Ijebu-Ode,5/30/2023,Pending,PCN/12309/2022
1224,Abiola Medplus,Victoria Abiola,07976748163,victoria.abiola@yahoo.com,Lagos,Victoria Island,7/29/2023,Active,PCN/75029/2018
1225,Adeyemi Drugs,Juliet Adeyemi,07776449596,juliet.adeyemi@yahoo.com,Anambra,Nnewi,9/28/2024,Active,PCN/37858/2019
1226,Akinwale Medstore,Mary Akinwale,08564552172,maryakinwale@hotmail.com,Rivers,Okrika,8/17/2024,Active,PCN/67426/2021
1227,Balogun Medicare,Elizabeth Balogun,08010027349,elizabethbalogun@yahoo.com,Enugu,Nsukka,8/10/2023,Active,PCN/93972/2018
1228,Balogun Drugstore,James Balogun,08156603893,,Oyo,Ibadan,10/12/2023,Active,PCN/93151/2018
1229,Obi Chemist,John Obi,08547658307,john.obi@yahoo.com,Oyo,Saki,5/13/2022,Active,PCN/31906/2021
1230,Chukwu Drugs,Peter Chukwu,07724400727,peterchukwu@yahoo.com,Abuja,Garki,6/10/2024,Active,PCN/73053/2022
1231,Oyekan Drugs,Andrew Oyekan,08317850772,andrewoyekan@gmail.com,Delta,Sapele,2/13/2024,Active,PCN/40469/2019
1232,Obasanjo Pharmacare,Andrew Obasanjo,09072587699,andrewobasanjo@gmail.com,Kano,Tarauni,5/7/2024,Inactive,PCN/97331/2024
1233,Uche Pharmacare,David Uche,08025409848,daviduche@yahoo.com,Abuja,Kubwa,5/8/2023,Active,PCN/26145/2021
1234,Ojo Medplus,Victoria Ojo,08011490718,victoriaojo@hotmail.com,Rivers,Bonny,2/17/2022,Pending,PCN/75762/2021
1235,Akinwale Chemist,Cornelius Akinwale,07977417892,corneliusakinwale@gmail.com,Kaduna,Kagoro,5/1/2022,Active,PCN/91349/2019
1236,Ibrahim Medstore,David Ibrahim,07118106159,davidibrahim@gmail.com,Kaduna,Kagoro,6/9/2024,Inactive,PCN/39173/2020
1237,Obasanjo Drugstore,Simon Obasanjo,08663331597,simonobasanjo@hotmail.com,Abuja,Wuse,3/22/2024,Active,PCN/93680/2022
1238,Nnamani Drugstore,Peter Nnamani,08183557689,peternnamani@gmail.com,Abuja,Asokoro,2/12/2023,Suspended,PCN/58718/2023
1239,Ojo Medicare,Agnes Ojo,07273012719,agnesojo@hotmail.com,Kano,Nassarawa,10/26/2023,Inactive,PCN/75159/2024
1240,Ibrahim Pharmaceuticals,Hope Ibrahim,07998341899,hopeibrahim@gmail.com,Rivers,Bonny,7/6/2024,Suspended,
1241,Uche Drugstore,Stephen Uche,08046520283,stephenuche@gmail.com,Oyo,Ogbomoso,9/29/2022,Active,PCN/76712/2021
1242,Adetokunbo Medicare,Patience Adetokunbo,07979855624,patienceadetokunbo@gmail.com,Delta,Sapele,9/24/2023,Active,PCN/83018/2023
1243,Akinwale Chemist,Emmanuel Akinwale,08519622363,emmanuelakinwale@gmail.com,Ogun,Ota,8/3/2024,Active,PCN/77858/2020
1244,Oshodi Chemist,Blessing Oshodi,07292266047,blessingoshodi@hotmail.com,Rivers,Bonny,6/22/2023,Active,PCN/35561/2018
1245,Ekwueme Medplus,Joseph Ekwueme,07725010544,josephekwueme@gmail.com,Lagos,Yaba,3/1/2022,Pending,PCN/87410/2019
1246,Adetokunbo Drugstore,Hope Adetokunbo,07672870247,hopeadetokunbo@yahoo.com,Enugu,Enugu,3/11/2024,Active,PCN/37931/2023
1247,Okafor Pharmacy,Cornelius Okafor,07298178022,cornelius.okafor@yahoo.com,Kano,Gwale,3/7/2023,Active,PCN/74227/2018
1248,Ibrahim Chemist,Peace Ibrahim,07447952409,peaceibrahim@yahoo.com,Delta,Sapele,2/20/2022,Active,PCN/52769/2019
1249,Nnamani Medstore,Sarah Nnamani,08322229287,sarahnnamani@gmail.com,Enugu,Nsukka,10/1/2023,Active,PCN/46443/2023
1250,Okonkwo Medplus,Mark Okonkwo,08751984831,markokonkwo@gmail.com,Anambra,Aguata,8/14/2024,Active,PCN/89159/2023
1251,Adeyemi Healthcare,Andrew Adeyemi,07203025700,andrewadeyemi@gmail.com,Kaduna,Kaura,4/16/2022,Active,PCN/27254/2019
1252,Okonkwo Pharmacare,Charity Okonkwo,08012412595,charityokonkwo@gmail.com,Rivers,Okrika,10/11/2022,Active,PCN/41762/2020
1253,Okafor Drugs,Peace Okafor,08152595184,peaceokafor@hotmail.com,Rivers,Port Harcourt,11/4/2022,Suspended,PCN/92955/2022
1254,Obasanjo Medstore,Comfort Obasanjo,08042569712,comfort.obasanjo@yahoo.com,Oyo,Iseyin,5/1/2022,Active,PCN/15990/2020
1255,Ekwueme Medplus,Samuel Ekwueme,08040279473,samuel.ekwueme@yahoo.com,Lagos,Ajah,8/16/2022,Active,PCN/20305/2023
1256,Obi Medplus,Deborah Obi,07055597456,deborahobi@yahoo.com,Enugu,Nsukka,2/25/2022,Active,PCN/92153/2022
1257,Okonkwo Pharmacare,Victoria Okonkwo,08921263401,victoriaokonkwo@gmail.com,Kano,Gwale,1/14/2022,Active,PCN/89831/2019
1258,Abiola Pharmacy,Samuel Abiola,08702453735,samuel.abiola@yahoo.com,Oyo,Oyo,8/15/2023,Active,
1259,Obi Pharmaceuticals,Cornelius Obi,08857743386,corneliusobi@yahoo.com,Anambra,Awka,11/21/2022,Active,PCN/80578/2023
1260,Ibrahim Medstore,Patience Ibrahim,07189588067,patienceibrahim@gmail.com,Lagos,Lekki,2/15/2022,Active,PCN/28309/2019
1261,Nnamani Pharmacy,Deborah Nnamani,07799362839,deborahnnamani@gmail.com,Oyo,Oyo,5/25/2023,Active,PCN/84803/2021
1262,Adetokunbo Pharmacy,Sarah Adetokunbo,08695571883,sarahadetokunbo@yahoo.com,Anambra,Onitsha,7/1/2024,Active,PCN/30653/2024
1263,Ogunleye Pharmacy,Hope Ogunleye,08089842078,hopeogunleye@gmail.com,Abuja,Kubwa,10/19/2024,Active,PCN/81505/2024
1264,Oyekan Medicare,Joy Oyekan,08841855654,joyoyekan@yahoo.com,Enugu,Oji River,1/9/2024,Inactive,PCN/57996/2023
1265,Nnamani Drugs,Peter Nnamani,08775668463,peternnamani@gmail.com,Abuja,Garki,5/23/2024,Active,PCN/64996/2021
1266,Chukwu Chemist,Mary Chukwu,08261301134,marychukwu@gmail.com,Kaduna,Kagoro,3/27/2022,Active,
1267,Adetokunbo Medicare,Ruth Adetokunbo,08504116604,ruthadetokunbo@yahoo.com,Enugu,Oji River,8/27/2023,Active,PCN/54442/2019
1268,Nnamani Chemist,David Nnamani,08559611152,davidnnamani@hotmail.com,Delta,Ughelli,3/17/2023,Active,PCN/18595/2022
1269,Balogun Pharmacy,David Balogun,07419321239,davidbalogun@gmail.com,Enugu,Nsukka,2/4/2023,Active,PCN/10438/2018
1270,Adetokunbo Medstore,Ruth Adetokunbo,08055961120,,Rivers,Bonny,7/19/2024,Suspended,PCN/65098/2020
1271,Ojo Pharmacy,Gloria Ojo,08106583933,gloriaojo@gmail.com,Oyo,Saki,10/21/2022,Pending,PCN/74021/2018
1272,Uche Healthcare,Daniel Uche,08881116384,danieluche@gmail.com,Lagos,Lekki,5/11/2024,Pending,PCN/87972/2024
1273,Oshodi Medicare,John Oshodi,08934148845,johnoshodi@yahoo.com,Abuja,Kubwa,9/12/2024,Active,PCN/20423/2021
1274,Abiola Pharmaceuticals,Victoria Abiola,07814107412,victoriaabiola@hotmail.com,Anambra,Ekwulobia,8/19/2023,Active,PCN/49210/2023
1275,Adetokunbo Chemist,Simon Adetokunbo,08085719845,simonadetokunbo@gmail.com,Anambra,Aguata,3/16/2024,Active,PCN/28121/2020
1276,Oshodi Pharmaceuticals,Peter Oshodi,08087416535,peteroshodi@gmail.com,Kano,Tarauni,8/6/2024,Suspended,PCN/48704/2024
1277,Uche Medstore,Benjamin Uche,08517173977,benjaminuche@gmail.com,Abuja,Kubwa,1/9/2023,Suspended,PCN/85628/2019
1278,Nnamani Pharmaceuticals,Joshua Nnamani,07431368280,joshuannamani@gmail.com,Delta,Asaba,4/29/2023,Suspended,PCN/96022/2024
1279,Ojo Medstore,Gloria Ojo,07196212040,,Oyo,Ogbomoso,5/17/2023,Active,PCN/79854/2021
1280,Okonkwo Drugstore,Juliet Okonkwo,07584902414,,Kaduna,Kagoro,5/12/2022,Active,
1281,Abiola Medplus,Peace Abiola,07633997065,peaceabiola@hotmail.com,Kaduna,Kafanchan,8/24/2023,Pending,
1282,Oshodi Pharmacare,Deborah Oshodi,09054157307,deborahoshodi@gmail.com,Kaduna,Kafanchan,9/14/2023,Pending,PCN/10390/2022
